user_id,city,property_type,min_price,max_price,rooms,amenities,check_in,check_out,guests,clicked_property_id,booked,rating_given
107,Санкт-Петербург,villa,2000,4000,4,"[""ac"", ""wifi"", ""parking"", ""pool"", ""kitchen""]",2025-04-21,2025-05-11,1,188,0,0
287,Санкт-Петербург,villa,1000,6000,2,"[""tv""]",2024-04-26,2024-05-17,4,378,1,2
116,Новосибирск,apartment,2000,22000,2,[],2024-03-05,2024-03-17,3,232,0,0
270,Санкт-Петербург,room,5000,15000,3,"[""ac"", ""parking"", ""pool"", ""washer""]",2024-03-30,2024-04-02,4,460,0,0
40,Санкт-Петербург,house,2000,4000,1,"[""kitchen"", ""pool"", ""wifi""]",2024-10-27,2024-11-10,6,278,1,4
228,Москва,apartment,1000,3000,0,"[""tv""]",2025-10-22,2025-11-02,4,297,0,0
168,Нижний Новгород,villa,5000,25000,3,"[""pets"", ""kitchen""]",2024-11-09,2024-11-15,3,117,0,0
148,Москва,house,2000,12000,3,"[""pets""]",2024-06-13,2024-07-06,5,147,0,0
90,Казань,house,1000,3000,0,"[""pets"", ""kitchen""]",2025-03-27,2025-04-05,3,95,0,0
18,Новосибирск,apartment,1000,11000,3,"[""kitchen"", ""tv"", ""gym"", ""wifi""]",2024-01-26,2024-02-08,4,394,0,0
235,Новосибирск,house,0,10000,2,"[""gym"", ""kitchen"", ""washer""]",2024-12-12,2025-01-04,1,375,0,0
21,Казань,villa,0,10000,0,"[""pets"", ""pool"", ""washer""]",2024-12-31,2025-01-03,3,29,0,0
100,Сочи,apartment,1000,3000,0,"[""washer"", ""parking"", ""balcony"", ""tv""]",2025-05-17,2025-05-28,5,310,0,0
29,Новосибирск,room,1000,21000,2,"[""ac"", ""wifi"", ""gym""]",2024-12-19,2024-12-31,3,229,1,0
228,Краснодар,room,2000,7000,3,"[""balcony"", ""kitchen"", ""parking"", ""washer"", ""pets""]",2024-11-06,2024-11-22,5,172,0,0
193,Санкт-Петербург,apartment,3000,13000,3,"[""tv""]",2025-04-18,2025-05-11,5,387,1,0
196,Екатеринбург,villa,3000,5000,2,"[""gym"", ""washer"", ""tv"", ""parking""]",2024-01-28,2024-02-23,1,79,0,0
242,Санкт-Петербург,apartment,3000,8000,3,"[""pool"", ""wifi"", ""parking"", ""balcony"", ""kitchen""]",2025-05-19,2025-05-22,5,382,0,0
247,Краснодар,apartment,3000,5000,2,"[""pets"", ""wifi"", ""gym"", ""parking""]",2025-08-18,2025-08-20,2,164,0,0
70,Новосибирск,house,0,10000,2,"[""ac"", ""wifi"", ""gym""]",2024-10-25,2024-11-11,6,480,0,0
100,Казань,apartment,5000,10000,4,"[""ac"", ""gym""]",2024-10-04,2024-10-26,6,353,0,0
274,Новосибирск,house,0,5000,4,"[""ac"", ""washer""]",2025-02-25,2025-03-08,2,53,0,0
258,Сочи,house,5000,7000,3,"[""parking"", ""pets"", ""kitchen""]",2024-01-18,2024-02-03,3,160,0,0
72,Нижний Новгород,villa,5000,15000,1,"[""gym"", ""wifi"", ""parking"", ""washer"", ""balcony""]",2025-12-11,2025-12-16,6,117,0,0
108,Казань,apartment,3000,5000,0,[],2025-05-10,2025-06-04,4,22,0,0
17,Москва,room,0,10000,0,[],2024-11-04,2024-11-26,1,387,0,0
64,Сочи,villa,1000,6000,2,[],2024-04-02,2024-04-07,6,483,0,0
297,Новосибирск,apartment,1000,6000,4,"[""parking"", ""pets"", ""wifi"", ""gym""]",2024-08-10,2024-09-02,2,494,0,0
276,Москва,apartment,1000,21000,2,"[""pets"", ""kitchen"", ""washer"", ""ac"", ""wifi""]",2024-07-04,2024-07-31,3,195,0,0
264,Сочи,room,0,10000,0,"[""parking"", ""tv"", ""kitchen""]",2025-05-22,2025-06-16,3,361,0,0
21,Санкт-Петербург,apartment,3000,5000,3,"[""washer"", ""gym""]",2025-12-04,2025-12-31,4,116,0,0
149,Краснодар,house,0,20000,2,"[""wifi""]",2025-11-21,2025-12-07,6,54,0,0
268,Санкт-Петербург,apartment,1000,21000,3,"[""pets"", ""parking"", ""kitchen"", ""wifi"", ""washer""]",2024-07-22,2024-08-02,2,305,1,2
218,Нижний Новгород,apartment,5000,15000,3,"[""washer"", ""balcony""]",2025-05-11,2025-05-28,3,76,1,0
129,Нижний Новгород,room,1000,6000,0,[],2024-02-24,2024-03-22,1,256,0,0
92,Краснодар,villa,2000,7000,2,"[""pets"", ""parking"", ""tv"", ""ac""]",2025-06-16,2025-07-11,4,406,0,0
151,Нижний Новгород,room,5000,15000,4,"[""tv"", ""pets""]",2024-01-19,2024-02-13,1,221,1,0
231,Новосибирск,room,3000,23000,0,[],2024-06-30,2024-07-18,6,441,1,2
252,Краснодар,house,2000,22000,3,[],2025-08-05,2025-08-27,4,338,0,0
277,Нижний Новгород,room,5000,10000,4,[],2025-02-04,2025-02-13,4,303,1,3
146,Новосибирск,apartment,0,2000,1,"[""ac"", ""wifi""]",2025-10-02,2025-10-13,4,50,0,0
183,Краснодар,apartment,0,5000,1,"[""gym""]",2025-08-29,2025-09-01,6,34,1,0
87,Москва,villa,2000,4000,3,"[""balcony"", ""tv"", ""pets"", ""kitchen"", ""wifi""]",2025-12-13,2025-12-29,5,12,1,0
200,Новосибирск,villa,0,20000,0,"[""pool"", ""ac"", ""washer"", ""gym"", ""tv""]",2024-12-13,2024-12-19,5,154,0,0
224,Сочи,room,0,5000,2,"[""wifi"", ""gym""]",2025-08-10,2025-08-23,2,320,1,0
297,Санкт-Петербург,villa,2000,12000,0,"[""tv"", ""washer"", ""balcony"", ""parking""]",2024-12-21,2025-01-16,1,334,1,3
222,Новосибирск,house,3000,23000,2,"[""tv"", ""washer"", ""kitchen"", ""wifi""]",2025-10-04,2025-10-27,5,442,0,0
256,Сочи,room,2000,22000,4,"[""wifi"", ""tv"", ""pool"", ""kitchen"", ""washer""]",2024-05-31,2024-06-08,2,383,0,0
154,Краснодар,room,2000,4000,1,"[""gym"", ""pets"", ""kitchen""]",2024-09-19,2024-10-11,5,121,0,0
59,Казань,house,0,5000,2,"[""washer"", ""tv"", ""balcony""]",2025-03-08,2025-03-29,1,104,0,0
70,Москва,apartment,2000,7000,0,"[""washer"", ""wifi"", ""tv"", ""balcony"", ""pets""]",2024-11-17,2024-12-07,3,444,0,0
209,Новосибирск,apartment,3000,8000,1,[],2025-08-07,2025-08-31,5,478,0,0
298,Екатеринбург,room,0,5000,4,[],2024-11-16,2024-11-27,5,378,0,0
121,Краснодар,house,1000,3000,1,"[""gym""]",2025-03-26,2025-04-09,3,442,0,0
252,Новосибирск,apartment,2000,22000,3,"[""pool"", ""gym"", ""kitchen"", ""washer"", ""pets""]",2025-01-11,2025-02-07,3,11,0,0
18,Москва,house,2000,22000,2,"[""ac"", ""parking"", ""pool"", ""balcony"", ""washer""]",2025-02-01,2025-02-02,4,475,1,0
47,Сочи,apartment,1000,6000,3,"[""ac"", ""balcony"", ""wifi"", ""kitchen"", ""washer""]",2025-05-18,2025-06-03,6,212,1,0
217,Санкт-Петербург,house,2000,4000,2,"[""pets"", ""tv"", ""ac""]",2025-04-09,2025-05-02,1,391,0,0
95,Нижний Новгород,house,0,20000,1,"[""gym"", ""ac"", ""parking"", ""wifi"", ""washer""]",2024-09-12,2024-09-29,6,497,1,2
211,Новосибирск,room,3000,8000,2,"[""pets""]",2024-12-01,2024-12-27,3,102,0,0
189,Казань,room,3000,8000,0,[],2025-07-25,2025-08-15,5,321,0,0
46,Нижний Новгород,house,2000,7000,0,"[""pets"", ""balcony"", ""gym""]",2024-06-01,2024-06-04,3,88,1,0
270,Краснодар,room,3000,5000,1,"[""pool"", ""pets"", ""gym"", ""kitchen"", ""ac""]",2025-05-21,2025-06-03,2,221,1,3
97,Краснодар,house,3000,8000,0,"[""gym"", ""pool""]",2025-09-24,2025-10-09,2,190,0,0
235,Санкт-Петербург,apartment,3000,8000,2,"[""balcony"", ""pool"", ""pets"", ""ac"", ""tv""]",2025-09-03,2025-09-12,1,49,0,0
27,Новосибирск,house,3000,13000,4,"[""pets"", ""wifi"", ""tv"", ""kitchen"", ""gym""]",2025-09-26,2025-10-09,3,203,0,0
68,Москва,villa,1000,11000,1,"[""washer"", ""ac"", ""pets"", ""parking""]",2024-04-01,2024-04-12,6,272,0,0
134,Санкт-Петербург,apartment,0,5000,3,"[""ac"", ""balcony""]",2024-10-16,2024-11-14,3,314,1,5
161,Краснодар,house,2000,22000,1,"[""washer"", ""wifi"", ""pool"", ""parking""]",2024-02-25,2024-03-04,2,19,0,0
84,Нижний Новгород,room,0,20000,0,"[""ac"", ""tv"", ""washer""]",2025-04-13,2025-04-29,1,434,1,0
179,Санкт-Петербург,house,2000,7000,1,"[""tv"", ""gym"", ""pool"", ""pets"", ""wifi""]",2025-06-22,2025-07-17,5,93,0,0
40,Сочи,room,0,10000,0,"[""parking"", ""balcony""]",2025-01-17,2025-02-05,1,429,0,0
15,Санкт-Петербург,room,3000,23000,2,"[""wifi"", ""ac"", ""pets"", ""tv""]",2025-09-29,2025-10-14,3,486,1,5
67,Сочи,apartment,2000,12000,0,"[""parking"", ""tv"", ""balcony"", ""wifi"", ""pool""]",2024-09-18,2024-09-24,2,495,1,0
11,Сочи,house,3000,23000,2,"[""kitchen"", ""parking"", ""gym"", ""pool"", ""balcony""]",2024-11-13,2024-12-12,6,309,0,0
50,Новосибирск,villa,1000,21000,3,"[""washer"", ""gym"", ""balcony""]",2024-04-02,2024-04-27,4,416,0,0
96,Краснодар,room,0,2000,4,"[""washer"", ""pool""]",2025-10-25,2025-11-16,6,80,1,5
43,Екатеринбург,room,3000,5000,3,"[""kitchen"", ""pets""]",2025-12-01,2025-12-30,3,431,0,0
219,Екатеринбург,villa,0,2000,0,"[""parking"", ""tv"", ""balcony"", ""pool""]",2024-04-06,2024-04-21,6,369,0,0
130,Новосибирск,apartment,5000,7000,4,[],2024-04-26,2024-05-20,6,237,0,0
94,Краснодар,apartment,0,20000,2,"[""pets"", ""washer""]",2025-11-17,2025-12-02,5,414,0,0
96,Сочи,house,0,10000,0,"[""tv"", ""wifi"", ""pets""]",2025-02-08,2025-02-12,1,88,0,0
236,Краснодар,villa,3000,13000,4,"[""ac"", ""balcony"", ""gym"", ""wifi""]",2024-05-08,2024-05-13,1,98,0,0
9,Сочи,apartment,1000,21000,1,"[""pool"", ""balcony"", ""pets"", ""wifi"", ""kitchen""]",2025-04-19,2025-04-24,4,217,0,0
86,Казань,room,3000,23000,0,"[""pets"", ""pool"", ""tv""]",2024-10-28,2024-11-16,4,27,0,0
53,Краснодар,room,3000,13000,0,"[""balcony"", ""washer"", ""tv""]",2024-08-25,2024-09-17,1,271,0,0
296,Новосибирск,villa,0,10000,3,"[""parking"", ""washer"", ""ac""]",2025-04-04,2025-04-27,4,11,0,0
99,Нижний Новгород,apartment,3000,8000,4,"[""pets""]",2025-12-02,2025-12-13,5,437,1,2
151,Краснодар,room,2000,22000,1,"[""pool"", ""gym"", ""parking"", ""ac""]",2025-05-09,2025-05-14,2,103,0,0
252,Санкт-Петербург,room,3000,13000,1,"[""tv""]",2024-02-18,2024-02-19,3,452,0,0
82,Казань,villa,0,2000,2,"[""parking"", ""pool"", ""pets""]",2025-07-29,2025-08-06,4,133,1,1
286,Екатеринбург,house,5000,7000,0,"[""washer"", ""parking"", ""tv""]",2025-09-17,2025-10-07,1,422,0,0
260,Санкт-Петербург,house,0,5000,2,"[""gym""]",2025-12-26,2026-01-10,5,256,1,0
187,Новосибирск,house,0,5000,3,"[""wifi"", ""pool"", ""washer""]",2024-12-15,2024-12-25,5,88,0,0
191,Краснодар,apartment,1000,6000,4,"[""pool"", ""kitchen"", ""balcony""]",2025-02-27,2025-03-29,4,460,0,0
265,Новосибирск,apartment,3000,8000,0,"[""tv"", ""parking"", ""pets"", ""kitchen"", ""balcony""]",2025-02-15,2025-03-12,2,223,0,0
19,Казань,villa,0,10000,3,"[""tv"", ""gym"", ""ac""]",2024-12-18,2024-12-19,3,461,0,0
76,Краснодар,room,1000,21000,2,"[""balcony"", ""pool"", ""gym"", ""wifi"", ""pets""]",2025-07-04,2025-07-15,4,372,1,5
277,Екатеринбург,house,0,10000,4,"[""kitchen"", ""wifi""]",2024-01-29,2024-02-27,5,304,0,0
156,Краснодар,villa,0,2000,2,"[""tv"", ""ac""]",2024-05-06,2024-05-08,6,482,0,0
153,Москва,room,2000,7000,4,"[""tv"", ""pool"", ""ac"", ""kitchen""]",2024-10-18,2024-11-09,6,294,0,0
194,Сочи,apartment,2000,7000,2,"[""parking"", ""kitchen"", ""balcony""]",2025-02-25,2025-02-28,1,32,0,0
67,Нижний Новгород,house,3000,5000,2,"[""tv"", ""balcony"", ""pets"", ""washer"", ""kitchen""]",2025-08-21,2025-09-06,6,217,1,4
214,Казань,house,5000,10000,3,"[""washer"", ""kitchen"", ""parking"", ""ac"", ""pets""]",2025-04-11,2025-04-27,1,383,0,0
287,Новосибирск,apartment,5000,25000,0,[],2025-01-13,2025-02-01,3,21,0,0
61,Новосибирск,apartment,2000,12000,2,"[""wifi"", ""kitchen"", ""tv""]",2025-08-26,2025-09-09,1,480,1,2
94,Нижний Новгород,apartment,0,10000,0,[],2025-03-03,2025-03-19,5,159,0,0
173,Краснодар,room,5000,10000,1,"[""washer"", ""pets"", ""tv"", ""parking""]",2024-11-29,2024-12-02,5,341,0,0
199,Сочи,room,2000,4000,3,"[""gym"", ""parking"", ""kitchen"", ""ac"", ""wifi""]",2025-08-08,2025-08-29,6,159,0,0
64,Санкт-Петербург,house,5000,7000,4,"[""pool"", ""washer"", ""wifi"", ""tv""]",2025-11-05,2025-12-05,5,93,1,0
106,Сочи,villa,3000,5000,4,"[""ac"", ""balcony"", ""wifi"", ""pool""]",2024-01-24,2024-02-04,4,93,0,0
271,Новосибирск,room,2000,4000,0,[],2025-07-08,2025-07-14,3,74,0,0
46,Казань,apartment,3000,8000,0,"[""ac"", ""kitchen"", ""wifi"", ""pets""]",2024-02-29,2024-03-10,4,51,0,0
212,Новосибирск,apartment,3000,5000,0,"[""pool""]",2025-09-03,2025-09-22,2,253,0,0
259,Краснодар,apartment,2000,4000,2,"[""tv"", ""balcony"", ""parking""]",2025-05-10,2025-05-11,4,325,0,0
10,Екатеринбург,villa,5000,7000,1,"[""kitchen"", ""gym"", ""balcony"", ""pool""]",2024-03-26,2024-04-23,6,257,0,0
73,Новосибирск,villa,1000,6000,4,"[""tv"", ""washer"", ""wifi""]",2024-01-02,2024-01-29,4,493,1,0
86,Москва,apartment,3000,13000,4,"[""balcony"", ""ac""]",2025-10-09,2025-10-16,5,431,0,0
24,Казань,villa,5000,7000,2,[],2025-02-08,2025-03-03,1,426,0,0
285,Екатеринбург,room,1000,11000,2,"[""gym"", ""washer"", ""pets"", ""parking"", ""ac""]",2024-11-25,2024-12-06,2,236,1,0
69,Москва,villa,3000,5000,0,"[""kitchen"", ""balcony"", ""washer"", ""tv"", ""pool""]",2025-07-05,2025-07-08,6,334,0,0
16,Нижний Новгород,apartment,2000,22000,4,"[""balcony"", ""kitchen""]",2025-12-14,2025-12-15,1,237,0,0
99,Нижний Новгород,apartment,1000,3000,2,"[""ac"", ""pool"", ""parking"", ""balcony"", ""gym""]",2025-10-02,2025-10-12,6,114,0,0
253,Новосибирск,apartment,2000,22000,4,"[""wifi""]",2024-07-19,2024-08-15,6,203,0,0
143,Нижний Новгород,house,5000,10000,4,"[""pets"", ""kitchen"", ""parking"", ""gym"", ""washer""]",2024-03-07,2024-03-12,3,478,0,0
117,Екатеринбург,house,0,10000,4,"[""wifi"", ""balcony"", ""pets""]",2024-11-26,2024-12-10,4,141,0,0
266,Нижний Новгород,room,2000,4000,1,[],2024-10-11,2024-11-10,4,273,0,0
3,Краснодар,house,2000,4000,4,[],2024-08-19,2024-09-11,4,491,0,0
128,Сочи,house,2000,12000,0,"[""parking"", ""wifi"", ""washer"", ""pool"", ""tv""]",2025-08-29,2025-09-24,6,479,0,0
129,Сочи,apartment,3000,8000,2,[],2024-12-07,2024-12-24,2,484,0,0
225,Санкт-Петербург,room,5000,7000,0,[],2024-02-04,2024-02-17,3,456,1,0
66,Москва,room,0,10000,4,"[""balcony"", ""parking"", ""tv"", ""ac"", ""wifi""]",2025-07-26,2025-07-28,3,436,0,0
50,Краснодар,house,5000,7000,3,"[""washer"", ""balcony"", ""parking""]",2024-12-13,2025-01-03,6,401,0,0
265,Новосибирск,villa,1000,3000,0,[],2025-09-01,2025-09-24,1,304,1,0
294,Казань,villa,2000,12000,3,"[""pets"", ""washer"", ""kitchen""]",2024-09-05,2024-09-10,1,31,0,0
300,Краснодар,villa,2000,12000,4,"[""kitchen"", ""pets"", ""washer"", ""tv""]",2025-09-09,2025-09-20,3,189,1,2
30,Сочи,villa,5000,7000,3,"[""pool"", ""pets""]",2025-10-17,2025-11-16,2,403,0,0
97,Нижний Новгород,room,5000,15000,4,"[""ac"", ""gym"", ""balcony"", ""kitchen""]",2024-06-15,2024-06-19,4,449,1,0
113,Москва,house,1000,21000,4,"[""pool""]",2025-05-07,2025-05-31,3,414,1,0
95,Москва,apartment,0,2000,2,[],2025-07-22,2025-07-26,2,149,0,0
300,Новосибирск,apartment,0,5000,1,"[""kitchen"", ""pool""]",2024-09-25,2024-10-19,2,174,1,0
101,Москва,house,2000,4000,0,"[""kitchen"", ""balcony"", ""parking"", ""pets"", ""washer""]",2024-11-08,2024-11-23,2,190,1,5
223,Санкт-Петербург,apartment,1000,6000,1,"[""tv""]",2025-01-22,2025-02-14,3,163,0,0
126,Москва,villa,5000,10000,4,"[""kitchen"", ""ac""]",2024-09-10,2024-09-12,6,408,0,0
65,Нижний Новгород,house,0,20000,4,[],2024-06-20,2024-07-07,4,385,1,3
256,Нижний Новгород,house,2000,12000,4,"[""washer"", ""pets"", ""tv"", ""kitchen"", ""gym""]",2025-02-14,2025-03-07,5,333,0,0
113,Сочи,room,1000,21000,1,"[""balcony"", ""pets""]",2025-08-08,2025-08-14,3,131,0,0
69,Санкт-Петербург,apartment,3000,13000,1,"[""wifi"", ""washer"", ""ac"", ""pool""]",2025-04-06,2025-04-21,4,210,0,0
255,Новосибирск,apartment,3000,5000,1,"[""pool"", ""gym"", ""parking""]",2025-01-02,2025-01-31,1,151,1,1
142,Сочи,apartment,0,2000,2,[],2025-07-13,2025-07-20,3,101,0,0
129,Екатеринбург,apartment,1000,6000,4,"[""wifi"", ""gym""]",2024-10-15,2024-11-11,3,401,1,5
7,Нижний Новгород,villa,1000,21000,1,"[""pool""]",2025-04-30,2025-05-08,5,301,1,4
175,Санкт-Петербург,apartment,1000,21000,3,"[""washer""]",2025-04-05,2025-05-03,5,16,0,0
296,Казань,apartment,0,20000,2,"[""pool"", ""balcony""]",2025-03-11,2025-04-02,4,391,1,3
12,Москва,house,1000,11000,4,"[""pets"", ""balcony"", ""tv"", ""parking"", ""pool""]",2024-03-06,2024-03-24,4,97,0,0
169,Нижний Новгород,apartment,0,5000,0,"[""tv"", ""kitchen"", ""wifi"", ""balcony"", ""ac""]",2025-09-09,2025-09-25,1,96,0,0
198,Екатеринбург,house,1000,11000,4,[],2025-04-10,2025-04-12,3,266,0,0
168,Краснодар,room,1000,3000,1,"[""balcony"", ""washer"", ""parking"", ""pool""]",2024-07-30,2024-08-04,2,159,0,0
244,Казань,villa,5000,15000,4,"[""tv""]",2025-12-02,2025-12-17,3,104,0,0
74,Нижний Новгород,apartment,3000,8000,4,"[""pets"", ""washer""]",2025-04-16,2025-05-01,5,21,1,0
234,Новосибирск,apartment,3000,8000,3,"[""kitchen""]",2025-09-24,2025-10-18,4,235,0,0
94,Санкт-Петербург,room,0,5000,1,"[""tv"", ""gym""]",2025-11-13,2025-12-13,1,358,1,4
211,Санкт-Петербург,apartment,0,2000,4,"[""balcony"", ""washer""]",2024-06-17,2024-06-26,2,260,0,0
14,Санкт-Петербург,room,3000,13000,3,"[""balcony""]",2024-02-08,2024-02-09,3,59,1,0
238,Нижний Новгород,room,0,2000,4,"[""pool"", ""washer"", ""kitchen"", ""pets"", ""tv""]",2024-06-14,2024-06-20,1,311,0,0
151,Санкт-Петербург,villa,3000,8000,0,"[""wifi"", ""gym"", ""kitchen"", ""pool"", ""washer""]",2024-07-01,2024-07-08,6,18,1,4
25,Санкт-Петербург,room,2000,22000,0,"[""wifi"", ""pets"", ""balcony"", ""washer""]",2024-07-25,2024-08-24,2,192,1,0
9,Краснодар,apartment,0,10000,1,"[""parking"", ""pool"", ""pets"", ""balcony"", ""ac""]",2024-06-20,2024-07-14,2,23,0,0
56,Новосибирск,apartment,5000,10000,4,"[""tv""]",2025-02-08,2025-02-22,1,119,0,0
183,Новосибирск,house,0,20000,2,[],2025-02-02,2025-02-09,4,113,0,0
143,Новосибирск,apartment,0,5000,3,"[""pets"", ""washer""]",2024-04-14,2024-05-07,5,406,1,2
129,Санкт-Петербург,villa,2000,22000,1,"[""kitchen"", ""ac""]",2025-11-13,2025-11-29,1,172,0,0
300,Нижний Новгород,room,5000,10000,4,"[""wifi"", ""pool"", ""pets"", ""gym""]",2024-05-07,2024-05-17,2,378,0,0
125,Санкт-Петербург,apartment,1000,11000,3,"[""pool"", ""kitchen""]",2025-01-19,2025-01-26,6,20,0,0
228,Новосибирск,house,2000,12000,0,"[""balcony"", ""gym"", ""wifi"", ""parking""]",2024-12-05,2024-12-16,2,106,0,0
128,Сочи,villa,3000,13000,1,"[""wifi"", ""parking"", ""washer""]",2024-03-12,2024-03-19,1,325,1,2
47,Казань,villa,5000,10000,1,"[""parking"", ""balcony"", ""washer"", ""kitchen""]",2024-06-17,2024-07-11,2,126,0,0
128,Екатеринбург,apartment,5000,25000,1,"[""washer"", ""parking""]",2025-01-03,2025-01-16,4,86,0,0
217,Краснодар,house,3000,5000,3,"[""parking"", ""gym"", ""kitchen""]",2025-07-20,2025-08-13,2,132,0,0
157,Нижний Новгород,apartment,3000,23000,0,"[""kitchen"", ""washer""]",2024-07-19,2024-07-24,2,3,0,0
257,Новосибирск,room,3000,23000,3,"[""ac"", ""balcony"", ""washer"", ""kitchen"", ""pets""]",2025-08-25,2025-08-28,4,454,0,0
64,Краснодар,villa,1000,6000,3,"[""ac"", ""tv""]",2025-12-27,2026-01-12,6,353,0,0
30,Краснодар,room,1000,6000,3,[],2025-01-05,2025-01-26,6,347,0,0
76,Екатеринбург,villa,3000,8000,2,"[""pets""]",2025-08-15,2025-09-06,2,7,0,0
48,Краснодар,room,5000,7000,4,"[""balcony""]",2024-06-18,2024-07-15,4,130,0,0
257,Краснодар,villa,2000,22000,0,[],2025-10-13,2025-11-01,3,417,0,0
108,Краснодар,apartment,0,5000,3,[],2024-04-09,2024-04-12,6,214,0,0
148,Краснодар,house,1000,11000,1,"[""kitchen"", ""pool"", ""washer"", ""parking"", ""gym""]",2024-04-22,2024-05-07,5,417,0,0
103,Москва,house,1000,11000,3,"[""pets"", ""parking"", ""kitchen""]",2024-03-22,2024-04-01,1,194,0,0
33,Новосибирск,apartment,5000,10000,3,"[""parking"", ""wifi"", ""tv""]",2024-09-29,2024-10-24,1,341,0,0
22,Санкт-Петербург,house,5000,7000,3,"[""tv"", ""gym"", ""washer"", ""pool""]",2024-12-11,2024-12-31,4,173,0,0
176,Новосибирск,house,2000,22000,3,"[""wifi"", ""ac"", ""tv"", ""balcony""]",2024-04-12,2024-04-13,4,446,0,0
72,Москва,villa,0,10000,1,"[""washer"", ""pets""]",2025-06-11,2025-06-25,6,97,0,0
165,Москва,apartment,0,10000,3,"[""pets""]",2025-05-11,2025-05-24,6,314,1,0
244,Санкт-Петербург,room,2000,7000,1,"[""pets"", ""tv"", ""wifi"", ""parking""]",2025-05-24,2025-06-19,1,155,1,4
87,Нижний Новгород,apartment,3000,8000,1,"[""kitchen""]",2025-11-06,2025-11-29,1,55,0,0
15,Казань,apartment,3000,13000,1,"[""gym"", ""washer"", ""parking"", ""ac"", ""tv""]",2025-07-01,2025-07-22,6,252,0,0
171,Сочи,villa,5000,7000,2,"[""balcony"", ""tv"", ""pets""]",2024-08-26,2024-09-03,3,60,0,0
58,Санкт-Петербург,apartment,5000,10000,0,"[""ac"", ""kitchen"", ""pets"", ""pool""]",2025-08-13,2025-09-06,1,160,0,0
275,Сочи,room,3000,13000,2,"[""kitchen"", ""tv"", ""pool"", ""wifi"", ""washer""]",2024-01-10,2024-01-28,4,162,0,0
152,Сочи,room,3000,8000,4,"[""kitchen"", ""wifi""]",2025-09-05,2025-09-16,3,258,1,0
294,Нижний Новгород,house,3000,13000,3,[],2024-12-07,2024-12-12,6,108,1,2
27,Казань,room,3000,13000,1,[],2025-07-15,2025-07-28,3,217,0,0
179,Краснодар,room,0,10000,2,"[""pool"", ""tv"", ""balcony"", ""wifi"", ""parking""]",2024-11-27,2024-12-22,5,444,1,3
235,Казань,villa,1000,21000,3,"[""kitchen"", ""pool""]",2024-08-11,2024-09-06,6,101,1,0
295,Санкт-Петербург,house,3000,23000,1,[],2024-04-08,2024-04-20,4,92,1,0
264,Новосибирск,villa,3000,8000,3,"[""wifi""]",2024-05-01,2024-05-09,4,251,0,0
89,Краснодар,apartment,3000,23000,2,"[""washer"", ""ac"", ""wifi"", ""pets"", ""balcony""]",2024-03-25,2024-03-29,4,329,0,0
261,Сочи,apartment,5000,25000,2,"[""parking"", ""kitchen"", ""balcony"", ""pool"", ""ac""]",2025-12-20,2026-01-03,3,293,0,0
167,Санкт-Петербург,villa,1000,21000,0,"[""tv"", ""pets"", ""washer""]",2024-03-06,2024-03-23,5,276,1,1
107,Санкт-Петербург,house,5000,10000,0,"[""washer"", ""ac"", ""parking"", ""wifi""]",2024-05-11,2024-05-30,2,335,0,0
288,Екатеринбург,apartment,0,2000,4,"[""ac"", ""tv""]",2024-06-24,2024-07-08,6,1,0,0
24,Екатеринбург,villa,3000,8000,4,"[""ac"", ""tv"", ""pets""]",2025-09-12,2025-09-30,5,108,0,0
23,Сочи,apartment,1000,6000,2,"[""kitchen""]",2025-09-08,2025-09-26,2,303,0,0
66,Краснодар,apartment,5000,15000,2,"[""kitchen"", ""balcony"", ""washer""]",2024-03-26,2024-04-04,6,218,1,0
105,Санкт-Петербург,apartment,1000,11000,4,"[""tv"", ""kitchen"", ""balcony"", ""washer"", ""parking""]",2024-11-19,2024-12-15,4,195,0,0
127,Санкт-Петербург,apartment,0,2000,4,"[""parking"", ""ac"", ""pets""]",2025-01-06,2025-02-05,3,399,0,0
116,Екатеринбург,apartment,0,20000,1,"[""parking"", ""pets"", ""kitchen""]",2025-06-23,2025-07-17,3,302,1,5
179,Екатеринбург,villa,2000,4000,0,"[""ac""]",2025-02-02,2025-02-08,3,413,1,5
283,Краснодар,room,5000,10000,2,[],2025-12-04,2025-12-21,6,80,0,0
74,Краснодар,villa,2000,4000,2,"[""pool"", ""balcony"", ""washer"", ""parking"", ""pets""]",2024-12-28,2025-01-23,4,258,0,0
220,Сочи,apartment,0,10000,3,"[""parking"", ""pets""]",2024-03-19,2024-04-12,2,484,0,0
295,Москва,apartment,2000,22000,0,"[""tv"", ""kitchen"", ""washer""]",2025-05-24,2025-06-10,6,347,1,4
8,Сочи,apartment,3000,13000,1,"[""tv"", ""wifi"", ""washer"", ""parking"", ""ac""]",2025-06-20,2025-07-19,2,90,0,0
69,Новосибирск,apartment,3000,23000,3,"[""ac""]",2024-04-25,2024-05-06,6,128,1,1
149,Екатеринбург,room,2000,12000,1,[],2025-10-08,2025-10-27,4,112,1,5
19,Нижний Новгород,villa,3000,5000,2,[],2025-09-22,2025-10-07,3,153,0,0
3,Новосибирск,house,3000,13000,0,[],2025-03-17,2025-04-02,2,44,0,0
79,Краснодар,apartment,3000,5000,1,"[""gym"", ""pool"", ""washer"", ""tv"", ""kitchen""]",2024-11-02,2024-11-14,4,457,0,0
